Respondent_ID,Citizenship,Gender,Study_Country,Institution_Public,Student_Status,Study_Level,Field_of_Study,Learning_Method,Job_Confidence
16250,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
16253,Serbia,Female,Serbia,Yes,Part-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
16255,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Extremely confident
16256,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Slightly confident
16257,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Slightly confident
16258,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Extremely confident
16259,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Not at all confident
16260,Serbia,Male,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Extremely confident
16263,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Very confident
16264,Serbia,Male,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
16265,Serbia,Male,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
16267,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Slightly confident
16268,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
16269,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
16270,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Not at all confident
16271,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Very confident
16272,Serbia,Male,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Moderately confident
16273,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Not at all confident
16275,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
16278,Serbia,Male,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
16280,Serbia,Male,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
16283,Serbia,Male,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
16284,Serbia,Male,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Very confident
16285,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
16286,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
16287,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
16288,Serbia,Male,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
16289,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
16290,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
16291,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
16292,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
16293,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
16294,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
16295,Serbia,Male,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
16296,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
16297,Serbia,Female,Serbia,Yes,Full-time,Postgraduate (Master's),Applied Sciences,Traditional (Classroom),Slightly confident
16298,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
16299,Serbia,Male,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
16300,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Extremely confident
16301,Serbia,Male,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
16302,Serbia,Male,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Extremely confident
16303,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
16304,Serbia,Male,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Very confident
16305,Serbia,Male,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
16306,Serbia,Male,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
16307,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
16308,Serbia,Male,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
16309,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
16311,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
16312,Serbia,Male,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Extremely confident
16313,Serbia,Male,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Extremely confident
16314,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Extremely confident
16315,Serbia,Male,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
16316,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
16317,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
16318,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Extremely confident
16319,Serbia,Female,Serbia,Yes,Part-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
16320,Serbia,Male,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Slightly confident
16321,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
16322,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
16323,Serbia,Male,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
16324,Serbia,Male,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
16325,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
16326,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Slightly confident
16327,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
16328,Serbia,Male,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
16329,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
16330,Serbia,Male,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
16331,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
16332,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
16333,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
16334,Serbia,Male,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Extremely confident
16335,Serbia,Male,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
16336,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Extremely confident
16337,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
16338,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Very confident
16339,Serbia,Female,Serbia,Yes,Part-time,Undergraduate (Bachelor's),Applied Sciences,Online,Extremely confident
16340,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
16341,Serbia,Male,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Online,Very confident
16342,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
16346,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Slightly confident
16347,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
16348,Serbia,Female,Serbia,Yes,Full-time,Doctoral degree,Applied Sciences,Blended (Hybrid),Very confident
16349,Serbia,Male,Serbia,Yes,Full-time,Doctoral degree,Applied Sciences,Blended (Hybrid),Very confident
16350,Serbia,Female,Serbia,Yes,Full-time,Postgraduate (Master's),Applied Sciences,Blended (Hybrid),Very confident
16351,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
16352,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
16353,Serbia,Male,Serbia,Yes,Full-time,Doctoral degree,Applied Sciences,Blended (Hybrid),Extremely confident
16354,Serbia,Male,Serbia,Yes,Full-time,Doctoral degree,Social Sciences,Traditional (Classroom),Very confident
16355,Serbia,Female,Serbia,Yes,Full-time,Doctoral degree,Social Sciences,Traditional (Classroom),Extremely confident
16356,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
16358,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
16359,Serbia,Male,Serbia,Yes,Full-time,Doctoral degree,Applied Sciences,Blended (Hybrid),Very confident
16360,Serbia,Male,Serbia,Yes,Full-time,Doctoral degree,Applied Sciences,Blended (Hybrid),Very confident
16361,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
16362,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
16365,Serbia,Female,Serbia,Yes,Full-time,Doctoral degree,Applied Sciences,Blended (Hybrid),Very confident
16367,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
16368,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
16369,Serbia,Male,Serbia,Yes,Full-time,Doctoral degree,Applied Sciences,Blended (Hybrid),Extremely confident
16370,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
16371,Serbia,Male,Serbia,Yes,Full-time,Doctoral degree,Natural and Life Sciences,Blended (Hybrid),Very confident
16372,Serbia,Female,Serbia,Yes,Full-time,Doctoral degree,Social Sciences,Blended (Hybrid),Extremely confident
16374,Serbia,Male,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
16375,Serbia,Male,Serbia,Yes,Full-time,Doctoral degree,Applied Sciences,Traditional (Classroom),Not at all confident
16376,Serbia,Male,Serbia,Yes,Full-time,Doctoral degree,Applied Sciences,Traditional (Classroom),Extremely confident
16377,Serbia,Male,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
16378,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
16379,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
16381,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Extremely confident
16383,Serbia,Female,Serbia,Yes,Full-time,Postgraduate (Master's),Natural and Life Sciences,Blended (Hybrid),Very confident
16384,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Extremely confident
16386,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
16389,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
16390,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
16392,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Very confident
16393,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Very confident
16394,Serbia,Female,Serbia,Yes,Full-time,Doctoral degree,Applied Sciences,Blended (Hybrid),Extremely confident
16395,Serbia,Female,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
16397,Serbia,Female,Serbia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Moderately confident
16398,Serbia,Female,Serbia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Blended (Hybrid),Very confident
16399,Serbia,Female,Serbia,Yes,Full-time,Postgraduate (Master's),Natural and Life Sciences,Blended (Hybrid),Very confident
16400,Serbia,Female,Serbia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Very confident
16401,Serbia,Female,Serbia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Moderately confident
16402,Serbia,Female,Serbia,Yes,Full-time,Postgraduate (Master's),Natural and Life Sciences,Blended (Hybrid),Very confident
16404,Serbia,Male,Serbia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Blended (Hybrid),Moderately confident
16405,Serbia,Male,Serbia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Extremely confident
16406,Serbia,N/A,Serbia,N/A,Full-time,Postgraduate (Master's),Social Sciences,Blended (Hybrid),Very confident
16407,Serbia,Female,Serbia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Moderately confident
16408,Serbia,Male,Slovenia,Yes,Part-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
16409,Serbia,Male,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Blended (Hybrid),Extremely confident
16410,Serbia,Female,Slovenia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Moderately confident
16411,Serbia,Female,Spain,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Extremely confident
16412,Serbia,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A
16414,Sierra Leone,Male,Cyprus,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
16415,Sierra Leone,Male,Cyprus,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
16416,Singapore,Male,Japan,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
16417,Slovakia,Female,Hungary,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
16418,Slovakia,Female,Hungary,Yes,Full-time,Postgraduate (Master's),Social Sciences,Online,Not at all confident
16419,Slovakia,Male,Luxembourg,Yes,Full-time,Doctoral degree,Natural and Life Sciences,Blended (Hybrid),Moderately confident
16421,Slovakia,Male,Poland,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Slightly confident
16425,Slovakia,Female,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
16426,Slovakia,Male,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
16427,Slovakia,Male,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
16428,Slovakia,Male,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Extremely confident
16429,Slovakia,Male,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
16430,Slovakia,Male,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
16433,Slovakia,Male,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
16434,Slovakia,Male,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
16437,Slovakia,Male,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
16438,Slovakia,Male,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
16439,Slovakia,Male,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Not at all confident
16440,Slovakia,Female,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
16441,Slovakia,Male,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Not at all confident
16442,Slovakia,Female,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
16443,Slovakia,Female,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Not at all confident
16444,Slovakia,Female,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Slightly confident
16446,Slovakia,Female,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Slightly confident
16447,Slovakia,Female,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Slightly confident
16448,Slovakia,Female,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Slightly confident
16449,Slovakia,Female,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Slightly confident
16450,Slovakia,Female,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Slightly confident
16451,Slovakia,Female,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Slightly confident
16452,Slovakia,Female,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
16453,Slovakia,Female,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Slightly confident
16455,Slovakia,Female,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Slightly confident
16456,Slovakia,Male,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Online,Not at all confident
16457,Slovakia,Female,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
16458,Slovakia,Male,Slovakia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Moderately confident
16459,Slovakia,Female,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Slightly confident
16460,Slovakia,Female,Slovakia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Blended (Hybrid),Slightly confident
16461,Slovakia,Male,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
16463,Slovakia,Female,Slovakia,N/A,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Not at all confident
16464,Slovakia,Female,Slovakia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Blended (Hybrid),Slightly confident
16465,Slovakia,Other,Slovakia,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Not at all confident
16467,Slovakia,Female,Slovakia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Moderately confident
16468,Slovakia,Female,Slovakia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Blended (Hybrid),Slightly confident
16469,Slovakia,Female,Slovakia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Moderately confident
16470,Slovakia,Male,Slovakia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Blended (Hybrid),Moderately confident
16471,Slovakia,Male,Slovakia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Not at all confident
16472,Slovakia,Female,Slovakia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Not at all confident
16473,Slovakia,Female,Slovakia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Not at all confident
16474,Slovakia,Female,Slovakia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Not at all confident
16475,Slovakia,Prefer not to say,Slovakia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Not at all confident
16476,Slovakia,Female,Slovakia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Moderately confident
16477,Slovakia,Female,Slovakia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Moderately confident
16478,Slovakia,Male,Slovakia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Moderately confident
16479,Slovakia,Female,Slovakia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Moderately confident
16480,Slovakia,Female,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Slightly confident
16485,Slovakia,Male,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
16488,Slovakia,Male,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
16489,Slovakia,Female,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Slightly confident
16490,Slovakia,Female,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
16491,Slovakia,Male,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
16493,Slovakia,Female,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
16495,Slovakia,Female,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
16496,Slovakia,Male,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
16497,Slovakia,Female,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
16498,Slovakia,Female,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Slightly confident
16504,Slovakia,Male,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Slightly confident
16505,Slovakia,Female,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
16506,Slovakia,Female,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
16507,Slovakia,Male,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Very confident
16508,Slovakia,Male,Slovakia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Moderately confident
16509,Slovakia,Female,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Slightly confident
16513,Slovakia,Male,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
16514,Slovakia,Male,Slovakia,Yes,Part-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Extremely confident
16519,Slovakia,Male,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Online,Moderately confident
16520,Slovakia,Male,Slovakia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Very confident
16521,Slovakia,Male,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Extremely confident
16523,Slovakia,Male,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
16524,Slovakia,Male,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Very confident
16526,Slovakia,Female,Slovakia,No,Part-time,Undergraduate (Bachelor's),Social Sciences,Online,Extremely confident
16527,Slovakia,Female,Slovakia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Not at all confident
16528,Slovakia,Female,Spain,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
16529,Slovakia,Male,Spain,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Slightly confident
16530,Slovakia,Female,United Kingdom,Yes,Full-time,Postgraduate (Master's),Applied Sciences,Blended (Hybrid),Not at all confident
16531,Slovakia,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A
16532,Slovenia,Other,Andorra,Yes,Part-time,Postgraduate (Master's),Social Sciences,Online,Slightly confident
16533,Slovenia,Female,Argentina,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
16534,Slovenia,Female,Argentina,No,Full-time,Postgraduate (Master's),Arts and Humanities,Traditional (Classroom),Very confident
16535,Slovenia,Female,Austria,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Blended (Hybrid),Moderately confident
16536,Slovenia,Female,Austria,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
