Respondent_ID,Institutional_AI_Policy,AI_Regulation_Need,Academic_Ethical_Risk,Information_Reliability_Risk,Social_Impact_Risk,Privacy_Concern,Student_Ethical_Engagement
18443,I don't know,4.0,4.0,4.0,3.3333333333333335,2.0,4.0
18444,Yes,4.5,2.5,3.5,2.0,4.0,4.75
18447,Yes,3.5,3.25,3.5,3.6666666666666665,3.0,3.75
18448,Yes,4.0,3.5,3.0,3.3333333333333335,2.0,3.5
18449,Yes,3.0,2.5,3.0,4.0,4.0,3.5
18450,No,4.0,3.0,3.0,4.0,3.0,4.0
18451,I don't know,4.0,2.75,3.0,2.3333333333333335,3.0,3.0
18453,Yes,3.5,2.0,2.0,2.0,2.0,2.0
18454,N/A,,,,,,
18455,No,3.75,3.25,3.0,4.333333333333333,3.0,3.25
18457,I don't know,4.5,3.0,2.0,4.333333333333333,2.0,2.25
18458,I don't know,2.25,3.0,2.5,2.0,2.0,2.5
18459,Yes,3.5,2.75,3.0,4.0,2.0,3.5
18460,Yes,4.0,2.0,1.0,2.0,2.0,3.75
18461,I don't know,3.25,2.75,3.0,3.3333333333333335,1.0,4.25
18462,Yes,4.0,3.0,3.0,3.0,3.0,4.0
18463,I don't know,2.75,3.25,3.0,2.3333333333333335,4.0,3.0
18464,No,3.0,4.0,4.0,3.6666666666666665,4.0,4.5
18465,I don't know,3.5,2.0,2.0,2.0,2.0,4.0
18466,I don't know,3.25,3.0,3.0,3.0,4.0,3.25
18467,Yes,3.25,1.5,1.5,2.6666666666666665,2.0,3.75
18468,I don't know,2.25,3.0,3.0,2.0,2.0,2.5
18469,No,2.0,2.5,2.0,2.6666666666666665,2.0,2.0
18470,I don't know,4.25,1.75,2.0,2.0,2.0,3.25
18471,I don't know,2.25,2.0,2.0,2.0,2.0,2.5
18472,Yes,4.0,3.75,3.0,4.0,3.0,3.0
18474,No,4.0,2.0,2.0,1.0,1.0,3.0
18475,N/A,,,,,,
18476,I don't know,3.25,4.0,3.0,2.3333333333333335,2.0,3.0
18477,I don't know,3.25,3.5,3.0,3.3333333333333335,3.0,3.25
18478,N/A,,,,,,
18479,I don't know,4.0,3.0,2.5,3.0,2.0,3.5
18480,Yes,3.0,2.75,3.0,5.0,5.0,3.5
18482,Yes,3.25,3.0,3.0,3.0,3.0,3.0
18483,Yes,3.5,3.25,3.0,2.3333333333333335,4.0,2.75
18484,Yes,4.0,3.0,3.5,1.6666666666666667,3.0,3.5
18485,Yes,5.0,3.75,3.0,3.3333333333333335,3.0,3.25
18486,Yes,3.25,2.75,2.5,2.6666666666666665,2.0,2.5
18487,I don't know,3.25,2.0,1.5,1.6666666666666667,2.0,3.0
18489,No,4.5,1.0,1.5,3.0,1.0,4.5
18490,I don't know,3.5,2.0,2.5,1.3333333333333333,2.0,2.25
18491,No,3.5,3.5,2.5,2.3333333333333335,4.0,3.75
18492,I don't know,4.0,3.0,1.5,2.3333333333333335,2.0,2.25
18494,No,4.75,2.0,1.0,1.0,1.0,2.25
18495,Yes,2.5,1.5,1.5,3.0,1.0,3.25
18496,Yes,3.0,3.0,3.5,2.3333333333333335,3.0,3.5
18497,I don't know,3.0,2.25,2.0,2.0,2.0,3.0
18498,Yes,3.25,4.0,3.0,3.6666666666666665,1.0,2.0
18499,I don't know,3.25,2.5,3.0,3.0,3.0,3.0
18501,Yes,3.25,4.25,3.5,3.0,2.0,4.0
18502,No,2.75,3.0,2.5,2.0,2.0,3.0
18503,Yes,3.75,2.75,3.0,3.0,3.0,3.0
18505,I don't know,3.5,3.25,3.0,3.3333333333333335,3.0,3.75
18506,Yes,4.0,3.5,4.0,2.0,2.0,3.75
18507,Yes,4.0,3.75,2.5,4.666666666666667,2.0,3.75
18508,No,2.5,2.5,2.0,2.0,2.0,2.0
18509,I don't know,3.0,3.25,2.0,2.3333333333333335,2.0,3.0
18510,I don't know,5.0,3.0,3.0,5.0,1.0,1.25
18511,N/A,,,,,,
18512,No,3.5,3.0,3.0,3.0,3.0,3.25
18513,Yes,2.75,3.25,3.0,3.6666666666666665,3.0,3.25
18514,I don't know,2.5,2.25,2.5,2.6666666666666665,3.0,3.5
18516,I don't know,3.5,3.5,4.0,4.333333333333333,3.0,3.0
18517,I don't know,2.0,3.25,3.0,4.0,1.0,5.0
18518,I don't know,4.0,3.0,3.0,2.6666666666666665,3.0,3.5
18519,N/A,,,,,,
18520,I don't know,2.5,3.75,3.5,3.3333333333333335,4.0,3.5
18521,N/A,,,,,,
18522,I don't know,2.75,3.75,4.0,4.333333333333333,3.0,3.25
18524,I don't know,4.0,4.0,4.0,4.0,4.0,4.0
18525,No,2.75,2.5,4.0,4.0,3.0,3.0
18526,N/A,,,,,,
18527,No,3.75,3.0,2.5,2.6666666666666665,3.0,3.0
18528,No,4.0,2.5,2.0,2.6666666666666665,2.0,3.0
18529,No,2.5,1.75,1.0,2.3333333333333335,2.0,2.5
18530,I don't know,2.75,2.75,2.0,3.0,4.0,2.0
18531,No,3.25,3.75,3.5,4.0,3.0,3.25
18532,No,3.5,2.75,2.0,3.0,2.0,3.0
18533,I don't know,2.5,3.75,3.5,4.666666666666667,5.0,2.5
18534,I don't know,3.0,3.75,3.5,3.6666666666666665,3.0,4.0
18535,No,3.5,2.5,2.0,2.6666666666666665,2.0,4.75
18536,Yes,4.25,1.75,1.0,1.0,1.0,2.25
18537,I don't know,5.0,2.75,2.0,3.0,3.0,3.75
18538,No,4.0,4.75,3.0,4.666666666666667,2.0,1.75
18539,No,2.75,3.0,3.0,3.3333333333333335,3.0,3.5
18540,No,5.0,3.25,2.5,3.0,3.0,3.0
18541,No,4.5,1.5,1.0,2.0,1.0,4.0
18542,Yes,4.0,3.75,3.0,4.0,3.0,3.0
18543,I don't know,3.25,4.0,3.5,3.0,4.0,3.0
18544,I don't know,3.5,1.0,1.0,1.0,1.0,2.5
18545,I don't know,3.25,4.25,4.0,4.0,4.0,3.75
18547,No,2.0,3.75,2.5,2.3333333333333335,2.0,2.5
18548,I don't know,4.25,4.0,4.0,4.0,4.0,4.0
18550,N/A,,,,,,
18552,I don't know,3.5,2.25,2.0,2.6666666666666665,3.0,3.25
18555,No,3.5,3.75,3.5,3.6666666666666665,3.0,3.75
18557,Yes,4.0,3.25,2.5,2.0,2.0,2.75
18558,No,3.25,2.5,2.5,3.3333333333333335,1.0,2.75
18561,I don't know,3.75,1.0,1.0,1.0,1.0,3.25
18562,I don't know,3.0,3.25,3.0,3.6666666666666665,4.0,3.75
18564,I don't know,3.75,2.5,2.0,2.3333333333333335,3.0,2.75
18565,Yes,2.5,2.5,2.0,3.3333333333333335,2.0,3.0
18568,No,5.0,3.5,1.5,3.3333333333333335,2.0,3.25
18569,I don't know,4.0,3.25,4.0,3.0,2.0,3.75
18570,Yes,4.0,4.25,3.0,4.0,4.0,3.0
18571,I don't know,2.5,2.5,3.0,2.3333333333333335,2.0,3.25
18572,I don't know,3.0,2.5,2.0,2.3333333333333335,2.0,3.0
18573,Yes,4.0,2.0,2.0,2.0,2.0,3.5
18574,I don't know,4.5,4.75,3.5,5.0,3.0,4.0
18575,Yes,3.0,2.75,2.5,3.3333333333333335,2.0,3.0
18576,I don't know,4.0,3.0,3.0,2.0,3.0,3.25
18578,Yes,4.0,4.25,4.0,3.3333333333333335,3.0,3.0
18580,No,4.5,2.5,2.0,2.0,4.0,3.5
18581,Yes,3.0,4.75,5.0,3.3333333333333335,3.0,3.0
18582,I don't know,2.75,4.0,4.0,4.0,4.0,5.0
18583,No,4.0,1.25,2.0,2.6666666666666665,2.0,3.75
18584,Yes,3.5,4.0,3.0,3.3333333333333335,2.0,3.25
18585,I don't know,2.5,4.25,2.0,5.0,1.0,2.25
18586,I don't know,3.25,2.5,3.5,2.6666666666666665,3.0,3.0
18587,Yes,3.5,2.0,2.5,2.6666666666666665,2.0,4.75
18588,Yes,3.25,4.75,4.0,5.0,5.0,5.0
18589,I don't know,4.25,2.5,2.5,3.0,2.0,3.0
18590,N/A,,,,,,
18592,N/A,,,,,,
18593,I don't know,,2.0,2.5,2.3333333333333335,2.0,3.0
18595,No,2.5,3.75,3.5,3.6666666666666665,3.0,3.25
18596,No,3.75,2.25,2.0,2.3333333333333335,2.0,3.5
18597,Yes,4.0,2.0,2.0,2.6666666666666665,1.0,4.0
18598,No,2.5,2.5,2.5,2.6666666666666665,2.0,2.5
18599,I don't know,4.0,4.25,3.5,3.0,3.0,3.25
18600,N/A,,,,,,
18601,Yes,4.0,3.0,2.0,2.6666666666666665,2.0,3.0
18602,I don't know,4.0,3.0,3.0,3.3333333333333335,3.0,3.75
18603,I don't know,3.5,3.0,4.0,2.3333333333333335,4.0,3.75
18604,No,4.5,2.5,3.0,3.3333333333333335,2.0,4.0
18605,Yes,4.0,4.0,3.0,2.6666666666666665,2.0,4.0
18606,No,4.5,3.5,3.0,3.0,3.0,3.0
18607,I don't know,3.0,3.75,3.5,4.0,2.0,2.5
18608,No,1.25,1.5,1.5,2.0,2.0,1.0
18609,I don't know,3.75,4.0,3.5,4.0,3.0,2.5
18610,I don't know,2.25,3.0,1.0,2.3333333333333335,1.0,3.5
18611,N/A,,,,,,
18612,No,2.75,3.0,3.5,3.0,2.0,3.25
18614,I don't know,3.0,2.75,3.0,2.6666666666666665,4.0,3.0
18615,No,3.5,3.5,2.5,3.6666666666666665,4.0,2.75
18616,I don't know,3.0,2.25,3.0,2.3333333333333335,3.0,3.25
18618,Yes,5.0,5.0,5.0,4.666666666666667,4.0,5.0
18621,N/A,,,,,,
18622,No,3.5,3.75,3.5,2.6666666666666665,3.0,3.0
18623,N/A,,,,,,
18624,N/A,,,,,,
18625,No,2.0,3.0,3.0,2.3333333333333335,2.0,2.25
18626,I don't know,3.0,,1.0,2.3333333333333335,1.0,3.75
18627,I don't know,3.0,3.0,3.0,3.0,3.0,3.0
18628,N/A,,,,,,
18629,I don't know,1.0,1.0,1.0,1.0,1.0,1.0
18631,Yes,4.0,3.5,4.0,4.333333333333333,3.0,4.0
18633,Yes,3.0,3.25,3.0,2.6666666666666665,2.0,2.5
18635,I don't know,4.25,3.5,2.5,2.6666666666666665,2.0,4.75
18640,Yes,3.75,2.5,2.0,2.3333333333333335,2.0,4.0
18642,Yes,3.0,2.75,2.0,2.3333333333333335,3.0,4.0
18644,I don't know,3.5,4.0,4.0,4.0,4.0,3.5
18645,No,4.75,1.75,2.0,2.6666666666666665,1.0,3.5
18646,No,3.0,,,,,
18647,N/A,,,,,,
18648,I don't know,4.5,2.75,2.5,2.3333333333333335,2.0,4.75
18649,No,2.0,1.25,1.0,1.0,2.0,2.25
18650,Yes,3.75,3.75,4.5,4.0,4.0,3.5
18651,Yes,3.0,3.0,3.0,3.0,3.0,3.0
18652,Yes,3.5,2.0,1.5,1.0,2.0,3.25
18653,Yes,4.0,2.5,2.0,2.0,2.0,3.5
18654,Yes,4.5,3.0,4.0,2.3333333333333335,3.0,3.75
18655,Yes,3.0,2.5,2.0,2.0,2.0,2.75
18656,N/A,5.0,1.0,1.0,1.0,1.0,1.0
18657,N/A,,,,,,
18658,Yes,4.0,2.0,3.5,3.0,4.0,3.5
18659,Yes,4.5,1.25,1.0,3.0,1.0,3.0
18661,N/A,,,,,,
18662,Yes,4.0,4.0,3.0,3.3333333333333335,4.0,4.0
18663,I don't know,4.0,3.25,3.0,3.0,3.0,
18664,I don't know,3.0,4.0,2.5,1.0,2.0,2.0
18666,Yes,3.5,3.0,3.0,2.3333333333333335,3.0,2.75
18667,I don't know,3.5,2.0,2.0,2.0,2.0,3.0
18668,Yes,3.5,4.0,5.0,5.0,5.0,3.75
18670,N/A,,,,,,
18671,N/A,,,,,,
18672,I don't know,3.75,4.0,3.0,3.3333333333333335,2.0,3.5
18676,No,4.0,3.5,4.0,2.6666666666666665,4.0,3.5
18677,No,1.5,3.0,3.0,3.0,2.0,2.0
18679,N/A,,,,,,
18680,I don't know,2.5,3.5,2.5,3.6666666666666665,2.0,3.0
18681,No,3.25,2.5,3.0,3.0,3.0,3.25
18683,N/A,,,,,,
18684,N/A,,,,,,
18685,N/A,,,,,,
18686,Yes,3.25,3.5,4.0,3.6666666666666665,4.0,3.5
18687,I don't know,4.0,3.0,4.0,4.666666666666667,4.0,4.0
18689,I don't know,2.25,3.75,3.0,3.3333333333333335,3.0,3.75
18690,No,2.0,2.5,2.0,1.6666666666666667,2.0,2.25
18691,No,1.5,3.75,3.0,2.3333333333333335,4.0,2.75
18692,Yes,3.5,3.5,3.0,4.0,2.0,4.0
18693,I don't know,2.75,2.25,2.0,2.0,2.0,2.25
18696,I don't know,4.5,3.75,3.5,3.3333333333333335,3.0,3.5
18697,I don't know,3.0,3.3333333333333335,3.0,4.0,4.0,3.0
18698,I don't know,4.5,2.5,1.0,3.0,5.0,2.25
18699,No,2.25,3.0,3.5,2.6666666666666665,3.0,3.0
18700,I don't know,4.0,2.5,2.5,2.0,3.0,3.5
18701,Yes,3.0,3.0,3.0,3.0,3.0,3.0
18702,No,4.25,4.5,4.5,3.3333333333333335,3.0,5.0
18705,I don't know,4.75,3.5,5.0,3.0,4.0,4.5
18706,I don't know,2.75,3.5,3.0,4.0,2.0,2.5
18708,Yes,3.25,2.0,3.0,2.3333333333333335,1.0,1.25
18711,I don't know,2.5,2.75,3.5,2.6666666666666665,3.0,2.5
18712,No,3.75,2.0,3.0,1.0,3.0,4.25
18715,No,1.0,1.0,1.0,1.0,1.0,2.0
18716,I don't know,2.5,4.0,4.5,2.6666666666666665,5.0,2.5
18717,I don't know,1.75,3.0,2.5,2.3333333333333335,3.0,2.75
18719,Yes,2.5,2.75,3.0,3.0,3.0,3.0
18724,Yes,3.75,4.0,3.0,4.0,4.0,4.0
18727,No,2.75,3.75,3.0,3.3333333333333335,2.0,3.25
18730,I don't know,3.0,2.25,2.5,3.0,3.0,3.0
18732,Yes,4.0,3.5,4.0,4.0,1.0,4.5
18734,No,2.25,2.5,1.5,1.0,1.0,2.5
18737,Yes,4.5,2.25,2.5,3.3333333333333335,4.0,3.25
18741,N/A,,,,,,
18742,Yes,3.5,3.5,4.0,4.0,4.0,4.0
18745,I don't know,3.5,2.75,3.0,2.0,3.0,3.0
18746,I don't know,3.5,2.75,3.0,2.0,3.0,3.0
18747,Yes,3.75,3.75,4.0,4.0,4.0,3.75
18750,I don't know,4.5,4.0,4.0,4.0,4.0,4.0
18751,No,2.5,2.5,2.5,3.0,2.0,2.5
18752,No,3.0,1.5,1.0,2.6666666666666665,2.0,3.75
18753,No,2.0,3.25,4.0,4.0,4.0,2.3333333333333335
18754,N/A,,,,,,
18755,No,2.5,3.75,3.5,4.0,3.0,2.5
18756,I don't know,3.5,3.5,3.0,3.6666666666666665,3.0,3.75
18760,I don't know,4.25,3.0,3.0,2.3333333333333335,2.0,2.75
18761,I don't know,3.0,3.0,3.0,3.0,3.0,3.0
18762,No,3.5,2.0,3.0,3.3333333333333335,2.0,2.75
18763,Yes,4.25,1.25,1.5,2.0,2.0,4.0
18764,Yes,4.0,2.75,2.5,3.3333333333333335,2.0,2.25
18765,Yes,4.0,2.5,4.0,3.0,4.0,4.0
18766,No,1.25,1.25,1.0,1.0,1.0,1.0
18768,I don't know,2.5,2.5,1.5,3.3333333333333335,3.0,2.75
18769,N/A,,,,,,
18770,I don't know,2.0,4.25,4.0,4.0,3.0,3.0
18773,Yes,4.5,3.25,3.5,3.3333333333333335,3.0,3.25
18775,Yes,4.0,2.25,2.5,2.0,3.0,2.5
18776,Yes,4.0,4.0,4.0,4.0,4.0,4.0
18777,Yes,4.75,2.3333333333333335,1.0,2.0,3.0,3.0
18780,I don't know,2.5,3.25,2.0,2.6666666666666665,4.0,3.5
18781,I don't know,3.5,4.5,4.0,3.3333333333333335,4.0,3.5
18782,I don't know,5.0,3.75,3.0,3.3333333333333335,3.0,4.0
18784,No,2.25,3.75,2.5,4.333333333333333,4.0,2.0
18785,I don't know,4.75,1.5,2.0,1.6666666666666667,2.0,3.5
18788,Yes,4.25,4.25,4.0,3.6666666666666665,4.0,3.75
18789,Yes,4.25,3.5,4.0,4.0,4.0,4.5
18793,N/A,,,,,,
18797,I don't know,3.0,3.0,3.0,3.0,3.0,3.0
18798,N/A,,,,,,
18799,I don't know,3.5,4.25,2.5,2.0,3.0,3.5
18800,I don't know,2.5,2.75,4.0,3.0,2.0,3.0
18801,No,3.0,3.0,3.0,3.0,3.0,2.75
18802,I don't know,3.5,4.0,2.5,2.6666666666666665,4.0,3.25
18803,I don't know,3.0,3.0,3.0,3.0,3.0,3.25
18804,I don't know,3.5,2.5,3.0,4.0,3.0,2.75
18806,I don't know,3.75,4.0,3.5,3.6666666666666665,4.0,3.75
18807,I don't know,2.25,2.3333333333333335,2.0,2.3333333333333335,2.0,2.25
18809,I don't know,3.75,3.5,3.0,3.6666666666666665,3.0,3.5
18810,Yes,3.25,3.0,3.5,2.0,5.0,2.75
18811,Yes,4.0,1.0,1.0,1.0,5.0,2.75
18813,No,2.5,4.0,5.0,3.3333333333333335,2.0,3.5
18814,No,4.0,4.5,2.0,3.6666666666666665,2.0,3.0
18815,I don't know,3.25,3.25,4.0,2.6666666666666665,3.0,3.25
18816,Yes,3.0,2.0,2.0,2.6666666666666665,2.0,3.0
18817,I don't know,2.75,3.5,3.5,4.333333333333333,3.0,2.25
18819,I don't know,3.25,3.75,3.5,3.6666666666666665,3.0,3.0
18820,I don't know,3.0,3.5,4.0,3.6666666666666665,4.0,3.25
18821,I don't know,2.5,3.75,3.0,4.333333333333333,3.0,2.5
18824,N/A,,,,,,
18825,Yes,4.0,4.0,3.5,2.3333333333333335,3.0,3.25
18826,N/A,,,,,,
18827,I don't know,3.5,4.0,3.5,4.333333333333333,1.0,3.5
18829,Yes,3.5,4.0,3.0,4.0,4.0,3.75
18831,I don't know,4.0,4.0,4.0,4.0,4.0,4.0
18832,Yes,3.0,3.5,3.0,3.6666666666666665,3.0,3.25
18833,Yes,2.75,3.0,3.5,3.6666666666666665,3.0,3.0
18837,Yes,3.75,3.5,4.0,4.0,2.0,2.5
18838,Yes,3.5,3.0,2.0,3.0,3.0,2.75
18839,Yes,2.75,3.25,3.0,4.0,3.0,2.5
18842,I don't know,3.0,3.75,3.5,4.0,2.0,4.0
18844,No,3.25,1.75,1.5,1.6666666666666667,1.0,3.25
18845,I don't know,3.75,4.75,3.5,3.6666666666666665,3.0,4.0
18847,I don't know,3.75,2.75,4.5,3.0,3.0,1.25
18849,I don't know,3.25,3.5,4.0,3.3333333333333335,3.0,3.5
18850,N/A,,,,,,
18851,N/A,,,,,,
18853,I don't know,2.75,2.0,2.0,2.3333333333333335,2.0,3.75
18854,I don't know,3.75,2.0,2.0,2.0,3.0,1.75
18856,No,3.75,3.5,2.5,3.6666666666666665,2.0,3.5
18857,No,4.25,2.75,,4.0,2.0,3.5
18858,No,3.5,2.5,3.0,3.3333333333333335,2.0,3.0
18859,No,4.0,3.75,2.0,3.6666666666666665,4.0,3.5
18860,I don't know,5.0,3.25,1.0,3.0,1.0,2.0
18861,I don't know,3.0,3.25,2.5,3.0,3.0,3.5
18864,Yes,3.25,4.0,3.0,4.0,4.0,4.0
18866,N/A,,,,,,
18868,I don't know,3.25,2.5,3.0,1.6666666666666667,2.0,3.5
18869,I don't know,3.0,3.25,3.5,3.0,3.0,3.25
18870,I don't know,3.75,4.5,4.0,4.333333333333333,4.0,4.25
18872,I don't know,3.0,3.0,3.0,3.0,3.0,3.0
18873,No,4.25,1.0,1.0,1.0,1.0,4.0
18874,Yes,3.25,2.75,3.0,2.3333333333333335,3.0,4.0
18875,I don't know,3.5,3.75,2.5,3.3333333333333335,2.0,3.25
18876,Yes,4.0,3.0,1.5,2.3333333333333335,2.0,4.25
18878,Yes,4.0,2.75,3.5,3.6666666666666665,4.0,3.5
18879,Yes,3.25,1.75,1.5,1.0,1.0,3.5
18880,Yes,4.0,3.75,3.5,2.0,2.0,3.5
18881,Yes,3.0,2.5,3.0,3.0,3.0,3.0
18882,Yes,4.5,3.25,3.5,3.0,4.0,3.75
18886,I don't know,4.0,3.5,1.0,2.0,1.0,3.0
18887,I don't know,4.5,3.75,3.5,4.0,4.0,4.5
18888,Yes,5.0,5.0,5.0,5.0,5.0,5.0
18889,I don't know,3.75,2.25,3.0,2.6666666666666665,4.0,3.75
18893,N/A,,,,,,
18894,No,1.0,5.0,3.5,2.3333333333333335,,4.0
18895,Yes,3.5,1.5,1.0,1.0,1.0,3.75
18896,No,4.0,5.0,5.0,5.0,5.0,1.0
18897,No,3.0,3.75,4.0,4.333333333333333,5.0,3.25
18898,No,3.0,4.5,4.5,2.3333333333333335,4.0,3.0
18899,I don't know,3.5,3.75,4.0,4.0,4.0,3.25
18901,I don't know,4.0,3.0,3.0,2.6666666666666665,3.0,3.0
18903,No,3.0,3.25,3.0,2.3333333333333335,2.0,2.75
18904,Yes,3.25,3.75,3.0,1.6666666666666667,2.0,4.0
18905,N/A,3.5,2.25,3.0,1.0,3.0,3.75
18906,I don't know,2.5,3.25,3.5,4.0,4.0,3.75
18907,I don't know,2.0,3.25,4.0,3.0,3.0,4.0
18908,N/A,,,,,,
18909,I don't know,3.25,4.0,3.5,2.6666666666666665,4.0,3.5
18913,I don't know,3.5,3.0,3.0,3.6666666666666665,3.0,3.75
18914,I don't know,3.5,3.0,3.0,3.0,3.0,3.0
18915,No,3.75,2.0,2.5,1.6666666666666667,3.0,4.25
18918,I don't know,2.5,2.75,3.0,4.0,4.0,2.5
18922,N/A,,,,,,
18924,No,4.25,3.0,4.0,2.0,4.0,3.5
18926,No,3.75,3.75,3.5,1.6666666666666667,2.0,4.0
18927,Yes,3.5,3.75,3.5,3.0,3.0,3.0
18930,I don't know,3.0,3.25,3.0,3.0,3.0,3.0
18931,N/A,,,,,,
18933,I don't know,4.0,4.75,5.0,3.6666666666666665,3.0,4.0
18937,Yes,3.0,2.5,2.0,1.6666666666666667,2.0,3.75
18940,Yes,3.75,3.5,3.5,3.3333333333333335,3.0,3.25
18941,Yes,3.25,3.75,3.0,2.0,5.0,3.0
18943,I don't know,3.0,3.75,3.0,3.0,2.0,3.0
18944,No,4.0,2.5,1.5,1.6666666666666667,3.0,2.5
18945,I don't know,3.0,3.25,3.5,3.3333333333333335,4.0,4.0
18947,I don't know,5.0,5.0,5.0,5.0,5.0,5.0
18948,No,3.75,3.75,3.5,3.6666666666666665,3.0,4.0
18949,I don't know,2.25,2.75,2.5,3.0,3.0,3.0
18950,No,3.6666666666666665,3.0,1.5,1.0,1.0,3.25
18951,I don't know,5.0,2.25,2.0,3.0,2.0,5.0
18952,Yes,3.5,4.5,,4.0,3.0,4.25
18954,Yes,4.0,3.0,3.0,3.3333333333333335,4.0,3.5
18956,Yes,4.75,4.75,5.0,5.0,5.0,3.75
18957,Yes,4.0,4.5,4.0,2.6666666666666665,4.0,3.5
18959,I don't know,4.25,3.75,4.5,2.3333333333333335,3.0,4.25
18961,Yes,3.75,3.5,4.0,2.0,4.0,3.0
18962,I don't know,3.25,2.25,3.0,2.6666666666666665,2.0,3.25
18963,I don't know,4.0,4.0,4.0,3.6666666666666665,3.0,3.0
18965,Yes,3.0,3.0,3.0,3.0,3.0,4.0
18966,Yes,2.75,1.75,2.0,1.0,2.0,1.0
18967,I don't know,2.5,3.5,4.0,3.3333333333333335,4.0,3.75
18968,N/A,,,,,,
18969,N/A,,,,,,
18970,I don't know,3.0,3.5,4.0,2.3333333333333335,3.0,4.0
18973,I don't know,3.0,3.5,3.0,3.6666666666666665,2.0,3.25
18974,I don't know,3.5,2.25,3.0,2.6666666666666665,3.0,3.75
18975,Yes,4.0,4.0,4.0,4.0,3.0,4.5
18976,No,3.0,3.0,3.0,3.0,3.0,3.0
18978,I don't know,3.0,1.75,1.5,1.0,1.0,3.75
18979,No,4.0,4.75,5.0,5.0,5.0,4.5
18980,I don't know,4.0,3.5,4.0,4.0,4.0,3.5
18983,I don't know,4.0,4.0,4.5,4.0,4.0,3.5
18984,I don't know,4.5,4.5,4.5,5.0,5.0,4.0
18985,Yes,4.0,3.5,3.5,3.6666666666666665,3.0,3.75
18986,No,4.75,4.25,4.0,4.333333333333333,5.0,3.75
18987,I don't know,3.0,2.0,2.0,2.0,2.0,3.0
18988,I don't know,3.25,3.5,3.5,4.0,4.0,4.0
18989,No,3.5,3.75,4.0,4.0,4.0,4.0
18990,No,1.0,1.5,1.0,1.6666666666666667,1.0,1.0
18991,No,2.0,1.5,2.0,2.3333333333333335,1.0,3.0
18992,I don't know,3.0,3.25,3.5,3.6666666666666665,3.0,3.0
18993,I don't know,3.0,3.75,3.5,3.0,3.0,3.0
18994,I don't know,2.75,3.25,3.0,4.0,3.0,3.0
18995,I don't know,3.25,3.0,3.0,3.0,3.0,3.25
18996,I don't know,3.5,2.5,2.5,1.0,1.0,3.75
18997,No,2.5,3.5,3.0,4.333333333333333,3.0,3.25
18998,Yes,3.25,3.0,3.5,4.0,3.0,3.75
18999,I don't know,2.75,2.75,3.5,3.6666666666666665,3.0,3.0
19000,I don't know,3.5,2.0,1.5,2.3333333333333335,1.0,2.5
19001,I don't know,3.0,3.0,2.0,2.6666666666666665,3.0,3.25
19003,I don't know,3.0,4.75,5.0,4.0,5.0,3.5
19004,No,3.0,4.0,4.0,3.6666666666666665,3.0,3.75
19006,No,3.0,4.25,4.0,5.0,5.0,3.75
19007,I don't know,2.25,3.0,3.0,3.0,3.0,3.0
19008,No,4.0,1.25,1.0,3.6666666666666665,1.0,5.0
19009,Yes,3.0,3.75,3.0,4.0,3.0,4.0
19010,I don't know,3.0,3.0,3.0,3.0,3.0,3.0
19012,I don't know,3.25,2.25,2.5,2.0,2.0,1.75
19013,I don't know,3.25,3.75,3.5,3.0,3.0,3.25
19019,I don't know,3.0,3.75,3.5,4.0,3.0,3.0
19020,I don't know,3.0,3.0,3.0,3.0,3.0,3.0
19022,Yes,4.0,3.75,3.0,2.6666666666666665,2.0,5.0
19023,I don't know,4.0,4.5,5.0,3.3333333333333335,5.0,4.5
19024,No,3.0,3.25,3.0,3.0,3.0,3.0
19026,No,2.25,3.25,2.0,1.0,2.0,3.5
19029,No,3.0,1.5,1.5,1.0,1.0,2.25
19030,I don't know,2.25,2.25,2.5,2.6666666666666665,3.0,3.0
19031,I don't know,3.0,3.0,3.0,3.0,3.0,3.0
19033,No,2.75,4.25,3.0,2.6666666666666665,3.0,3.5
19034,N/A,,,,,,
19037,I don't know,3.0,3.0,3.0,3.0,3.0,3.0
19039,Yes,4.0,3.5,4.0,3.0,,3.0
19040,Yes,3.0,3.5,2.5,2.3333333333333335,2.0,3.0
19041,No,4.0,4.0,4.0,4.0,4.0,4.0
19042,Yes,3.25,2.0,2.5,2.0,2.0,2.75
19044,I don't know,3.0,3.25,3.0,2.3333333333333335,4.0,3.0
19045,Yes,3.0,3.25,3.5,4.0,4.0,2.75
19046,Yes,3.5,3.5,4.0,3.0,2.0,3.75
19047,Yes,3.75,3.0,3.0,2.3333333333333335,2.0,3.5
19048,Yes,3.5,4.25,4.5,3.0,4.0,4.0
19049,I don't know,3.75,4.0,3.5,1.3333333333333333,1.0,4.75
19050,Yes,4.0,3.75,3.0,1.3333333333333333,4.0,3.75
19051,No,4.0,4.0,4.0,4.0,4.0,4.0
19052,Yes,3.0,3.25,3.5,3.3333333333333335,3.0,3.5
19053,Yes,4.0,5.0,5.0,2.6666666666666665,2.0,5.0
19054,I don't know,3.0,3.5,4.0,3.3333333333333335,2.0,3.5
19055,N/A,3.5,4.25,3.5,2.6666666666666665,1.0,3.75
19056,Yes,5.0,4.0,4.0,3.0,3.0,3.0
19057,Yes,3.5,3.75,3.0,2.3333333333333335,1.0,2.75
19058,Yes,4.0,3.75,4.0,1.6666666666666667,4.0,3.75
19059,I don't know,3.5,3.0,3.5,1.6666666666666667,3.0,3.5
